Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Hermosillo (erno), Sonora
Lat 29.0814 N, Lon 110.9706 W, Alt 154 masl
Time UTC-7h
Meteorological data
 
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
2018-03-09 06:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 06:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 06:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 06:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 06:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 06:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 07:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 08:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 09:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 10:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 11:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 12:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:18:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:19:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:20:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:21:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:22:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:23:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:24:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:25:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:26:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:27:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:28:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:29:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:30:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:31:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:32:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:33:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:34:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:35:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:36:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:37:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:38:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:39:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:40:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:41:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:42:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:43:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:44:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:45:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:46:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:47:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:48:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:49:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:50:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:51:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:52:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:53:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:54:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:55:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:56:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:57:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:58:00,null,null,null,null,null,null,null,null,null
2018-03-09 13:59:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:00:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:01:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:02:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:03:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:04:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:05:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:06:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:07:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:08:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:09:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:10:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:11:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:12:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:13:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:14:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:15:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:16:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:17:00,null,null,null,null,null,null,null,null,null
2018-03-09 14:18:00,null,null,null,null,null,null,null,null,null
